checkpoint_name,n_total_inits,population,measure,pearson_r,pearson_p,spearman_rho,spearman_p
trained_model_checkpoint_50.pkl,21,Adults,ER,0.1582141212364285,0.123661978338466,0.1623347703333936,0.1140576523522333
trained_model_checkpoint_60.pkl,21,Kids_II,RT,0.7326038162544164,2.191236384335015e-17,0.7686836383479352,6.062481531483519e-20
trained_model_checkpoint_60.pkl,21,Kids_II,zRT,0.7390024833745197,8.277723676509691e-18,0.764702097635608,1.222297835174136e-19
trained_model_checkpoint_60.pkl,21,Kids_II,ER,0.1662141918703565,0.1055535123226089,0.0848263536169592,0.4112361175312498
trained_model_checkpoint_60.pkl,21,Adults,RT,0.6514068708435301,6.645946132037828e-13,0.6912283051091596,6.430615217798744e-15
trained_model_checkpoint_60.pkl,21,Adults,zRT,0.6590504558774312,2.880253492734823e-13,0.6968585594154226,3.141101827523694e-15
trained_model_checkpoint_60.pkl,21,Adults,ER,0.178369665467552,0.082080909906687,0.1846960215337601,0.0716286666939912
trained_model_checkpoint_70.pkl,21,Kids_II,RT,0.7234669122669852,8.391254476211086e-17,0.7604226792884139,2.557822668134154e-19
trained_model_checkpoint_70.pkl,21,Kids_II,zRT,0.7278592652850933,4.430323077979404e-17,0.7553702867508177,5.997675818782678e-19
trained_model_checkpoint_70.pkl,21,Kids_II,ER,0.1347647048640773,0.1904994847239293,0.0885149337175342,0.3911189377651446
trained_model_checkpoint_70.pkl,21,Adults,RT,0.6419781071349016,1.8050260094760169e-12,0.6793861315913532,2.7556239808895123e-14
trained_model_checkpoint_70.pkl,21,Adults,zRT,0.6498955947929015,7.818655468704897e-13,0.6850469990083081,1.3862428491885846e-14
trained_model_checkpoint_70.pkl,21,Adults,ER,0.1558880074095607,0.129351374662643,0.1711157783700329,0.0955259866141235
trained_model_checkpoint_80.pkl,21,Kids_II,RT,0.7155424066176134,2.576714053429867e-16,0.7403201451490768,6.75016753055024e-18
trained_model_checkpoint_80.pkl,21,Kids_II,zRT,0.7212596801474113,1.1513879169697872e-16,0.734545896753768,1.6355288907941188e-17
trained_model_checkpoint_80.pkl,21,Kids_II,ER,0.1470143399948383,0.152903498384656,0.0824777415999393,0.42435416727461
trained_model_checkpoint_80.pkl,21,Adults,RT,0.6412048845150524,1.9561574155622866e-12,0.671582672239714,6.931233169724574e-14
trained_model_checkpoint_80.pkl,21,Adults,zRT,0.6481058807873865,9.466708044668833e-13,0.6725530193073281,6.189532960185755e-14
trained_model_checkpoint_80.pkl,21,Adults,ER,0.1637025734118644,0.1110006890509035,0.1765143575659645,0.0853668130091867
trained_model_checkpoint_90.pkl,21,Kids_II,RT,0.7182181086986581,1.771780743661152e-16,0.7357260735906156,1.3674746606487347e-17
trained_model_checkpoint_90.pkl,21,Kids_II,zRT,0.7242579453378041,7.486249378281705e-17,0.7293844321916813,3.538778886797607e-17
