checkpoint_name,epsilon,n_inits,population,measure,pearson_r,pearson_p,spearman_rho,spearman_p
trained_model_checkpoint_860.pkl,7.0,1,Kids_II,ER,0.2670797247902623,0.0085253343874996,0.2510023574555928,0.013635651719745
trained_model_checkpoint_860.pkl,7.0,1,Adults,RT,0.5812306699148317,5.333397422435718e-10,0.5797121303101715,6.058253713299324e-10
trained_model_checkpoint_860.pkl,7.0,1,Adults,zRT,0.6163277043556883,2.313829917328824e-11,0.6132030649360688,3.108063356366487e-11
trained_model_checkpoint_860.pkl,7.0,1,Adults,ER,0.2149999104167226,0.0354104563330743,0.2620814302041169,0.0098948996259692
trained_model_checkpoint_860.pkl,7.5,1,Kids_II,RT,0.5887564047461582,2.808580745677404e-10,0.5808222962421155,5.51969555200717e-10
trained_model_checkpoint_860.pkl,7.5,1,Kids_II,zRT,0.5760416734959308,8.221552138401987e-10,0.5800183899497389,5.904846134941046e-10
trained_model_checkpoint_860.pkl,7.5,1,Kids_II,ER,0.2288281256698102,0.0249276376002932,0.2165931003253526,0.0340397130875175
trained_model_checkpoint_860.pkl,7.5,1,Adults,RT,0.5651968562089635,1.9831461497880918e-09,0.5655480766869595,1.928350275798498e-09
trained_model_checkpoint_860.pkl,7.5,1,Adults,zRT,0.5987311595893114,1.1698868105539043e-10,0.5969004220896481,1.3769868387867343e-10
trained_model_checkpoint_860.pkl,7.5,1,Adults,ER,0.2106571191025394,0.0393840923751716,0.2480145721211973,0.0148342874910058
trained_model_checkpoint_860.pkl,8.0,1,Kids_II,RT,0.5690883810219978,1.4511967321744523e-09,0.561371856586466,2.685127135310029e-09
trained_model_checkpoint_860.pkl,8.0,1,Kids_II,zRT,0.5510486305475484,5.969857119923828e-09,0.5557900341488166,4.1500736447907005e-09
trained_model_checkpoint_860.pkl,8.0,1,Kids_II,ER,0.2084524681289852,0.0415398102316035,0.1914424760254521,0.0616929441291639
trained_model_checkpoint_860.pkl,8.0,1,Adults,RT,0.5352582502203644,1.925336421095835e-08,0.5326653411928399,2.3202857015882705e-08
trained_model_checkpoint_860.pkl,8.0,1,Adults,zRT,0.5685640113464482,1.5139254172519824e-09,0.5645614694079801,2.086089785657071e-09
trained_model_checkpoint_860.pkl,8.0,1,Adults,ER,0.1934999193750503,0.0588967509430671,0.2277027758161833,0.0256682885038421
trained_model_checkpoint_860.pkl,8.5,1,Kids_II,RT,0.395929805700808,6.525884141552867e-05,0.3943036146789379,7.035895728797573e-05
trained_model_checkpoint_860.pkl,8.5,1,Kids_II,zRT,0.3923264710624289,7.705909464421419e-05,0.3989315913770474,5.673713632991045e-05
trained_model_checkpoint_860.pkl,8.5,1,Kids_II,ER,0.1824179486034239,0.0752613542095519,0.1861702668311387,0.0693540835463334
trained_model_checkpoint_860.pkl,8.5,1,Adults,RT,0.424226751477065,1.6520532429655805e-05,0.4248482608864612,1.6006969877208194e-05
trained_model_checkpoint_860.pkl,8.5,1,Adults,zRT,0.4340571190781673,9.9518332788655e-06,0.4350298096223022,9.456887515242353e-06
trained_model_checkpoint_860.pkl,8.5,1,Adults,ER,0.1653359685100991,0.1074339572040593,0.1984906733319126,0.0525423027692027
trained_model_checkpoint_860.pkl,9.0,1,Kids_II,RT,0.5606308551704466,2.846220974745365e-09,0.5513712956330135,5.824998303495195e-09
trained_model_checkpoint_860.pkl,9.0,1,Kids_II,zRT,0.5458485479063835,8.837782731616138e-09,0.541547308182982,1.2164592030817253e-08
trained_model_checkpoint_860.pkl,9.0,1,Kids_II,ER,0.2108758407443215,0.03917541618023,0.1834440605920705,0.0736071760662781
trained_model_checkpoint_860.pkl,9.0,1,Adults,RT,0.5385453163601492,1.5163233719673516e-08,0.540728642562146,1.2920728429094998e-08
trained_model_checkpoint_860.pkl,9.0,1,Adults,zRT,0.5634601527105209,2.2767649922242395e-09,0.559557951841373,3.0959669382643195e-09
trained_model_checkpoint_860.pkl,9.0,1,Adults,ER,0.1800351827263073,0.0792178443415147,0.2035212188078372,0.046719032905024
trained_model_checkpoint_860.pkl,9.5,1,Kids_II,RT,0.6269124846326668,8.308133378829404e-12,0.6224906485447637,1.2804733305090171e-11
trained_model_checkpoint_860.pkl,9.5,1,Kids_II,zRT,0.6184244061378487,1.8946946380637277e-11,0.6232766215858555,1.186297866905081e-11
trained_model_checkpoint_860.pkl,9.5,1,Kids_II,ER,0.2267332437955054,0.0263213263152852,0.2012781810570021,0.0492458983620456
trained_model_checkpoint_860.pkl,9.5,1,Adults,RT,0.5715443872318039,1.1890991696418182e-09,0.5737603199970674,9.920958756288283e-10
trained_model_checkpoint_860.pkl,9.5,1,Adults,zRT,0.6036855432277133,7.48725538768608e-11,0.6028413225174668,8.083228417735906e-11
trained_model_checkpoint_860.pkl,9.5,1,Adults,ER,0.2238384417393059,0.0283558072881967,0.2715269777785009,0.0074499294086322
trained_model_checkpoint_860.pkl,10.0,1,Kids_II,RT,0.7357657163996529,1.3592545644274749e-17,0.7426178328880313,4.715612891847858e-18
trained_model_checkpoint_860.pkl,10.0,1,Kids_II,zRT,0.7344554243771304,1.6580615332912312e-17,0.7487966604107608,1.7632860090546032e-18
trained_model_checkpoint_860.pkl,10.0,1,Kids_II,ER,0.2068334049535736,0.0431847982890594,0.1796595826132896,0.0798564291319368
trained_model_checkpoint_860.pkl,10.0,1,Adults,RT,0.6766638493538801,3.813789122425618e-14,0.6754230835783499,4.4176049992953256e-14
trained_model_checkpoint_860.pkl,10.0,1,Adults,zRT,0.7099682697139054,5.546446758089693e-16,0.70863428151302,6.645650793127306e-16
trained_model_checkpoint_860.pkl,10.0,1,Adults,ER,0.2167058535600097,0.0339444176328945,0.2802278295020434,0.0056865203137582
trained_model_checkpoint_870.pkl,0.0,1,Kids_II,RT,,,,
trained_model_checkpoint_870.pkl,0.0,1,Kids_II,zRT,,,,
trained_model_checkpoint_870.pkl,0.0,1,Kids_II,ER,,,,
trained_model_checkpoint_870.pkl,0.0,1,Adults,RT,,,,
trained_model_checkpoint_870.pkl,0.0,1,Adults,zRT,,,,
trained_model_checkpoint_870.pkl,0.0,1,Adults,ER,,,,
trained_model_checkpoint_870.pkl,0.5,1,Kids_II,RT,,,,
trained_model_checkpoint_870.pkl,0.5,1,Kids_II,zRT,,,,
trained_model_checkpoint_870.pkl,0.5,1,Kids_II,ER,,,,
trained_model_checkpoint_870.pkl,0.5,1,Adults,RT,,,,
trained_model_checkpoint_870.pkl,0.5,1,Adults,zRT,,,,
trained_model_checkpoint_870.pkl,0.5,1,Adults,ER,,,,
trained_model_checkpoint_870.pkl,1.0,1,Kids_II,RT,,,,
trained_model_checkpoint_870.pkl,1.0,1,Kids_II,zRT,,,,
trained_model_checkpoint_870.pkl,1.0,1,Kids_II,ER,,,,
trained_model_checkpoint_870.pkl,1.0,1,Adults,RT,,,,
trained_model_checkpoint_870.pkl,1.0,1,Adults,zRT,,,,
trained_model_checkpoint_870.pkl,1.0,1,Adults,ER,,,,
trained_model_checkpoint_870.pkl,1.5,1,Kids_II,RT,0.1840458526931055,0.0726507273628539,0.169877865907727,0.0979846826546565
trained_model_checkpoint_870.pkl,1.5,1,Kids_II,zRT,0.1959333949723296,0.0557240491148182,0.1886728638379436,0.0656267795877227
trained_model_checkpoint_870.pkl,1.5,1,Kids_II,ER,0.1546471998586513,0.1324669401488691,0.0755914745858336,0.464175686377851
trained_model_checkpoint_870.pkl,1.5,1,Adults,RT,0.1749387749826852,0.0882387128088172,0.1828897875517231,0.0744970393461873
trained_model_checkpoint_870.pkl,1.5,1,Adults,zRT,0.1830136433963968,0.0742974471239664,0.1930101710526089,0.0595527778946199
trained_model_checkpoint_870.pkl,1.5,1,Adults,ER,0.1157265106882431,0.2615192216666012,0.115759099341206,0.2613840208073926
trained_model_checkpoint_870.pkl,2.0,1,Kids_II,RT,,,,
trained_model_checkpoint_870.pkl,2.0,1,Kids_II,zRT,,,,
trained_model_checkpoint_870.pkl,2.0,1,Kids_II,ER,,,,
trained_model_checkpoint_870.pkl,2.0,1,Adults,RT,,,,
trained_model_checkpoint_870.pkl,2.0,1,Adults,zRT,,,,
trained_model_checkpoint_870.pkl,2.0,1,Adults,ER,,,,
trained_model_checkpoint_870.pkl,2.5,1,Kids_II,RT,,,,
trained_model_checkpoint_870.pkl,2.5,1,Kids_II,zRT,,,,
trained_model_checkpoint_870.pkl,2.5,1,Kids_II,ER,,,,
trained_model_checkpoint_870.pkl,2.5,1,Adults,RT,,,,
trained_model_checkpoint_870.pkl,2.5,1,Adults,zRT,,,,
trained_model_checkpoint_870.pkl,2.5,1,Adults,ER,,,,
trained_model_checkpoint_870.pkl,3.0,1,Kids_II,RT,0.1602797275622728,0.1187726467790122,0.1514119979603755,0.1408590418060712
trained_model_checkpoint_870.pkl,3.0,1,Kids_II,zRT,0.1563650097991094,0.1281686752424322,0.1480284896260654,0.150059760872563
trained_model_checkpoint_870.pkl,3.0,1,Kids_II,ER,0.1766402500524786,0.0851405879901942,0.0785243444191348,0.4469706178792418
trained_model_checkpoint_870.pkl,3.0,1,Adults,RT,0.0977062427151231,0.3436134251516328,0.1074263896143446,0.297509182372473
trained_model_checkpoint_870.pkl,3.0,1,Adults,zRT,0.1024072857183054,0.3207821774132296,0.1141934062829647,0.267933418540457
trained_model_checkpoint_870.pkl,3.0,1,Adults,ER,0.1097585354983051,0.2870830402135089,0.1070374785832983,0.2992717782690146
trained_model_checkpoint_870.pkl,3.5,1,Kids_II,RT,0.1885199344175369,0.0658497882795303,0.1911983421712737,0.0620317962462258
trained_model_checkpoint_870.pkl,3.5,1,Kids_II,zRT,0.1857157338672254,0.0700490633403107,0.1976796419058931,0.053534785438891
trained_model_checkpoint_870.pkl,3.5,1,Kids_II,ER,0.2730078648606817,0.0071194033600419,0.1417730801076618,0.1682461800248296
trained_model_checkpoint_870.pkl,3.5,1,Adults,RT,0.1314690494363023,0.2016713071729075,0.1328666445596986,0.196877574634634
trained_model_checkpoint_870.pkl,3.5,1,Adults,zRT,0.1312868254173899,0.2023024511675236,0.1350270778045718,0.1896297427753019
trained_model_checkpoint_870.pkl,3.5,1,Adults,ER,0.1073997293166165,0.2976297919360633,0.100401249049807,0.3304026920502265
trained_model_checkpoint_870.pkl,4.0,1,Kids_II,RT,0.4700525328223341,1.351882061237344e-06,0.4677700272183667,1.5448624912275211e-06
trained_model_checkpoint_870.pkl,4.0,1,Kids_II,zRT,0.4695702757211136,1.3906498941502749e-06,0.4703076584690993,1.3317887413274331e-06
trained_model_checkpoint_870.pkl,4.0,1,Kids_II,ER,0.1731851840367823,0.0915246331913198,0.1972134397193214,0.0541122284020831
trained_model_checkpoint_870.pkl,4.0,1,Adults,RT,0.4611591546057999,2.2614902208319595e-06,0.4669241501347893,1.6227813149102431e-06
trained_model_checkpoint_870.pkl,4.0,1,Adults,zRT,0.4870175388147868,4.862233764202664e-07,0.4906087084749597,3.887988955663517e-07
trained_model_checkpoint_870.pkl,4.0,1,Adults,ER,0.189582924951618,0.0643123251341656,0.2154958086522156,0.0349789152226835
trained_model_checkpoint_870.pkl,4.5,1,Kids_II,RT,0.5887564047461582,2.808580745677404e-10,0.5808222962421155,5.51969555200717e-10
trained_model_checkpoint_870.pkl,4.5,1,Kids_II,zRT,0.5760416734959308,8.221552138401987e-10,0.5800183899497389,5.904846134941046e-10
trained_model_checkpoint_870.pkl,4.5,1,Kids_II,ER,0.2288281256698102,0.0249276376002932,0.2165931003253526,0.0340397130875175
trained_model_checkpoint_870.pkl,4.5,1,Adults,RT,0.5651968562089635,1.9831461497880918e-09,0.5655480766869595,1.928350275798498e-09
trained_model_checkpoint_870.pkl,4.5,1,Adults,zRT,0.5987311595893114,1.1698868105539043e-10,0.5969004220896481,1.3769868387867343e-10
trained_model_checkpoint_870.pkl,4.5,1,Adults,ER,0.2106571191025394,0.0393840923751716,0.2480145721211973,0.0148342874910058
trained_model_checkpoint_870.pkl,5.0,1,Kids_II,RT,0.7074585051338884,7.787234921827311e-16,0.7135617945754662,3.3905818191747e-16
trained_model_checkpoint_870.pkl,5.0,1,Kids_II,zRT,0.7062896402709675,9.109383181107955e-16,0.7189969769062912,1.5874859178688276e-16
trained_model_checkpoint_870.pkl,5.0,1,Kids_II,ER,0.2259696104453715,0.0268455741049114,0.2033973927057265,0.0468556712600966
trained_model_checkpoint_870.pkl,5.0,1,Adults,RT,0.6464723978729081,1.1259916179593265e-12,0.646010242749497,1.1824077432660197e-12
trained_model_checkpoint_870.pkl,5.0,1,Adults,zRT,0.6880860013250382,9.525016074574716e-15,0.6856094283026514,1.2936791478965816e-14
trained_model_checkpoint_870.pkl,5.0,1,Adults,ER,0.2329037060203949,0.0223957398779523,0.2995404454581755,0.0030284680806677
trained_model_checkpoint_870.pkl,5.5,1,Kids_II,RT,0.104139431515485,0.3126216046641352,0.1079065693515274,0.2953423816257762
trained_model_checkpoint_870.pkl,5.5,1,Kids_II,zRT,0.1207762526991504,0.2411345042993942,0.1158021719870051,0.2612053978652351
trained_model_checkpoint_870.pkl,5.5,1,Kids_II,ER,0.0067188220144787,0.9481985907714452,0.0154455908216849,0.881268200379447
trained_model_checkpoint_870.pkl,5.5,1,Adults,RT,0.0905428766128108,0.3803138302882867,0.0868516289902538,0.4001166350165883
trained_model_checkpoint_870.pkl,5.5,1,Adults,zRT,0.0919066542556157,0.3731500238518792,0.1000109667160498,0.332295532879217
trained_model_checkpoint_870.pkl,5.5,1,Adults,ER,0.039915985598558,0.6994033685905214,0.0442084669757956,0.6688783899024235
trained_model_checkpoint_870.pkl,6.0,1,Kids_II,RT,0.5887564047461582,2.808580745677404e-10,0.5808222962421155,5.51969555200717e-10
trained_model_checkpoint_870.pkl,6.0,1,Kids_II,zRT,0.5760416734959308,8.221552138401987e-10,0.5800183899497389,5.904846134941046e-10
trained_model_checkpoint_870.pkl,6.0,1,Kids_II,ER,0.2288281256698102,0.0249276376002932,0.2165931003253526,0.0340397130875175
trained_model_checkpoint_870.pkl,6.0,1,Adults,RT,0.5651968562089635,1.9831461497880918e-09,0.5655480766869595,1.928350275798498e-09
trained_model_checkpoint_870.pkl,6.0,1,Adults,zRT,0.5987311595893114,1.1698868105539043e-10,0.5969004220896481,1.3769868387867343e-10
trained_model_checkpoint_870.pkl,6.0,1,Adults,ER,0.2106571191025394,0.0393840923751716,0.2480145721211973,0.0148342874910058
trained_model_checkpoint_870.pkl,6.5,1,Kids_II,RT,0.5887564047461582,2.808580745677404e-10,0.5808222962421155,5.51969555200717e-10
trained_model_checkpoint_870.pkl,6.5,1,Kids_II,zRT,0.5760416734959308,8.221552138401987e-10,0.5800183899497389,5.904846134941046e-10
trained_model_checkpoint_870.pkl,6.5,1,Kids_II,ER,0.2288281256698102,0.0249276376002932,0.2165931003253526,0.0340397130875175
trained_model_checkpoint_870.pkl,6.5,1,Adults,RT,0.5651968562089635,1.9831461497880918e-09,0.5655480766869595,1.928350275798498e-09
trained_model_checkpoint_870.pkl,6.5,1,Adults,zRT,0.5987311595893114,1.1698868105539043e-10,0.5969004220896481,1.3769868387867343e-10
trained_model_checkpoint_870.pkl,6.5,1,Adults,ER,0.2106571191025394,0.0393840923751716,0.2480145721211973,0.0148342874910058
trained_model_checkpoint_870.pkl,7.0,1,Kids_II,RT,0.5887564047461582,2.808580745677404e-10,0.5808222962421155,5.51969555200717e-10
trained_model_checkpoint_870.pkl,7.0,1,Kids_II,zRT,0.5760416734959308,8.221552138401987e-10,0.5800183899497389,5.904846134941046e-10
trained_model_checkpoint_870.pkl,7.0,1,Kids_II,ER,0.2288281256698102,0.0249276376002932,0.2165931003253526,0.0340397130875175
trained_model_checkpoint_870.pkl,7.0,1,Adults,RT,0.5651968562089635,1.9831461497880918e-09,0.5655480766869595,1.928350275798498e-09
trained_model_checkpoint_870.pkl,7.0,1,Adults,zRT,0.5987311595893114,1.1698868105539043e-10,0.5969004220896481,1.3769868387867343e-10
trained_model_checkpoint_870.pkl,7.0,1,Adults,ER,0.2106571191025394,0.0393840923751716,0.2480145721211973,0.0148342874910058
trained_model_checkpoint_870.pkl,7.5,1,Kids_II,RT,0.5887564047461582,2.808580745677404e-10,0.5808222962421155,5.51969555200717e-10
trained_model_checkpoint_870.pkl,7.5,1,Kids_II,zRT,0.5760416734959308,8.221552138401987e-10,0.5800183899497389,5.904846134941046e-10
trained_model_checkpoint_870.pkl,7.5,1,Kids_II,ER,0.2288281256698102,0.0249276376002932,0.2165931003253526,0.0340397130875175
trained_model_checkpoint_870.pkl,7.5,1,Adults,RT,0.5651968562089635,1.9831461497880918e-09,0.5655480766869595,1.928350275798498e-09
trained_model_checkpoint_870.pkl,7.5,1,Adults,zRT,0.5987311595893114,1.1698868105539043e-10,0.5969004220896481,1.3769868387867343e-10
trained_model_checkpoint_870.pkl,7.5,1,Adults,ER,0.2106571191025394,0.0393840923751716,0.2480145721211973,0.0148342874910058
trained_model_checkpoint_870.pkl,8.0,1,Kids_II,RT,0.6319157715183624,5.050239499970626e-12,0.631961511362957,5.027100193967309e-12
trained_model_checkpoint_870.pkl,8.0,1,Kids_II,zRT,0.6243402241942099,1.069423449411253e-11,0.6327529471943445,4.642540236889279e-12
trained_model_checkpoint_870.pkl,8.0,1,Kids_II,ER,0.2272989025929038,0.0259386261928469,0.2178779206847902,0.0329670461641299
trained_model_checkpoint_870.pkl,8.0,1,Adults,RT,0.6053508301544612,6.433156904613058e-11,0.6058441289271679,6.149362228474409e-11
trained_model_checkpoint_870.pkl,8.0,1,Adults,zRT,0.6360138880389072,3.336584438532679e-12,0.6343358188571196,3.9567127600643e-12
trained_model_checkpoint_870.pkl,8.0,1,Adults,ER,0.1980534816610476,0.0530754097682972,0.2419516137165602,0.0175499041677094
trained_model_checkpoint_870.pkl,8.5,1,Kids_II,RT,0.4131866445665297,2.865485555710589e-05,0.4087257063492074,3.560311555741058e-05
trained_model_checkpoint_870.pkl,8.5,1,Kids_II,zRT,0.417482830335269,2.318030700909271e-05,0.4221412109339735,1.835900219165973e-05
trained_model_checkpoint_870.pkl,8.5,1,Kids_II,ER,0.1566278464274154,0.1275205316852909,0.1627113857047912,0.1132095052100986
trained_model_checkpoint_870.pkl,8.5,1,Adults,RT,0.4492773187985309,4.398535629845232e-06,0.4498665870758234,4.258275856770636e-06
trained_model_checkpoint_870.pkl,8.5,1,Adults,zRT,0.4726232776992815,1.1618946908995486e-06,0.4722257613837669,1.1895210704317962e-06
trained_model_checkpoint_870.pkl,8.5,1,Adults,ER,0.1250933331419785,0.2246024626928402,0.1507309444280992,0.1426758469817145
trained_model_checkpoint_870.pkl,9.0,1,Kids_II,RT,0.5775795498744118,7.23757008631574e-10,0.5751125986372561,8.876884553976771e-10
trained_model_checkpoint_870.pkl,9.0,1,Kids_II,zRT,0.5703571014456572,1.3095637793383035e-09,0.5693819392914043,1.4171752657328563e-09
trained_model_checkpoint_870.pkl,9.0,1,Kids_II,ER,0.1707488224857391,0.0962496976227015,0.142824304318112,0.1650812032582795
trained_model_checkpoint_870.pkl,9.0,1,Adults,RT,0.5295434690463656,2.898733775387415e-08,0.5317233207329506,2.4820675510510235e-08
trained_model_checkpoint_870.pkl,9.0,1,Adults,zRT,0.5621489255775419,2.52558864439593e-09,0.5603766174622089,2.903594991480568e-09
trained_model_checkpoint_870.pkl,9.0,1,Adults,ER,0.2021084618345136,0.0482977109438042,0.2388165653128,0.0191151505884655
trained_model_checkpoint_870.pkl,9.5,1,Kids_II,RT,0.6041605847639974,7.170727131804849e-11,0.5963468989505173,1.4462529011185858e-10
trained_model_checkpoint_870.pkl,9.5,1,Kids_II,zRT,0.5910601097268683,2.3003568493069808e-10,0.5947640272877421,1.6633071639591016e-10
trained_model_checkpoint_870.pkl,9.5,1,Kids_II,ER,0.2466950756141649,0.0153920710829895,0.2259005572991526,0.0268934146291901
trained_model_checkpoint_870.pkl,9.5,1,Adults,RT,0.568344055480354,1.541004686932559e-09,0.5686466448519532,1.5038705778151364e-09
trained_model_checkpoint_870.pkl,9.5,1,Adults,zRT,0.5992155363071667,1.1203158284562118e-10,0.5963468989505173,1.4462529011185858e-10
trained_model_checkpoint_870.pkl,9.5,1,Adults,ER,0.1980534816610476,0.0530754097682974,0.2419516137165602,0.0175499041677094
trained_model_checkpoint_870.pkl,10.0,1,Kids_II,RT,0.6847519333096246,1.4373348827772116e-14,0.6868783966138866,1.1062754877294172e-14
trained_model_checkpoint_870.pkl,10.0,1,Kids_II,zRT,0.6788692044213798,2.9318120847093285e-14,0.6900023461152572,7.500207263500924e-15
trained_model_checkpoint_870.pkl,10.0,1,Kids_II,ER,0.2071517798135001,0.0428571157341041,0.1770845839079534,0.0843459436741891
trained_model_checkpoint_870.pkl,10.0,1,Adults,RT,0.6158559374848723,2.41975649979522e-11,0.6158085454577027,2.430651945770347e-11
trained_model_checkpoint_870.pkl,10.0,1,Adults,zRT,0.6616382878834005,2.1582462777696707e-13,0.6587628511015501,2.973609160272054e-13
trained_model_checkpoint_870.pkl,10.0,1,Adults,ER,0.2283409543751493,0.0252460045638594,0.2855468453648673,0.0048009529472616
trained_model_checkpoint_880.pkl,0.0,1,Kids_II,RT,,,,
trained_model_checkpoint_880.pkl,0.0,1,Kids_II,zRT,,,,
trained_model_checkpoint_880.pkl,0.0,1,Kids_II,ER,,,,
trained_model_checkpoint_880.pkl,0.0,1,Adults,RT,,,,
trained_model_checkpoint_880.pkl,0.0,1,Adults,zRT,,,,
trained_model_checkpoint_880.pkl,0.0,1,Adults,ER,,,,
trained_model_checkpoint_880.pkl,0.5,1,Kids_II,RT,,,,
trained_model_checkpoint_880.pkl,0.5,1,Kids_II,zRT,,,,
trained_model_checkpoint_880.pkl,0.5,1,Kids_II,ER,,,,
trained_model_checkpoint_880.pkl,0.5,1,Adults,RT,,,,
trained_model_checkpoint_880.pkl,0.5,1,Adults,zRT,,,,
trained_model_checkpoint_880.pkl,0.5,1,Adults,ER,,,,
trained_model_checkpoint_880.pkl,1.0,1,Kids_II,RT,,,,
trained_model_checkpoint_880.pkl,1.0,1,Kids_II,zRT,,,,
trained_model_checkpoint_880.pkl,1.0,1,Kids_II,ER,,,,
trained_model_checkpoint_880.pkl,1.0,1,Adults,RT,,,,
trained_model_checkpoint_880.pkl,1.0,1,Adults,zRT,,,,
trained_model_checkpoint_880.pkl,1.0,1,Adults,ER,,,,
trained_model_checkpoint_880.pkl,1.5,1,Kids_II,RT,0.2075002747418233,0.0425008061443558,0.2072398854764916,0.042766800539328
trained_model_checkpoint_880.pkl,1.5,1,Kids_II,zRT,0.2192530609192019,0.0318506590866472,0.2309244438166621,0.0235964301057237
trained_model_checkpoint_880.pkl,1.5,1,Kids_II,ER,0.2181010422408354,0.0327836995496226,0.1209455419788973,0.2404707505807436
trained_model_checkpoint_880.pkl,1.5,1,Adults,RT,0.2763109374976059,0.0064284414039411,0.2732182979955379,0.0070735025925656
trained_model_checkpoint_880.pkl,1.5,1,Adults,zRT,0.2860538021885276,0.0047233265416264,0.2850605771656231,0.0048764766194375
trained_model_checkpoint_880.pkl,1.5,1,Adults,ER,0.1097585354983051,0.2870830402135079,0.1070374785832983,0.2992717782690146
trained_model_checkpoint_880.pkl,2.0,1,Kids_II,RT,,,,
trained_model_checkpoint_880.pkl,2.0,1,Kids_II,zRT,,,,
trained_model_checkpoint_880.pkl,2.0,1,Kids_II,ER,,,,
trained_model_checkpoint_880.pkl,2.0,1,Adults,RT,,,,
trained_model_checkpoint_880.pkl,2.0,1,Adults,zRT,,,,
trained_model_checkpoint_880.pkl,2.0,1,Adults,ER,,,,
trained_model_checkpoint_880.pkl,2.5,1,Kids_II,RT,,,,
trained_model_checkpoint_880.pkl,2.5,1,Kids_II,zRT,,,,
trained_model_checkpoint_880.pkl,2.5,1,Kids_II,ER,,,,
trained_model_checkpoint_880.pkl,2.5,1,Adults,RT,,,,
trained_model_checkpoint_880.pkl,2.5,1,Adults,zRT,,,,
trained_model_checkpoint_880.pkl,2.5,1,Adults,ER,,,,
trained_model_checkpoint_880.pkl,3.0,1,Kids_II,RT,0.1798604108824644,0.079514476371394,0.1803961759469079,0.0786079509834137
trained_model_checkpoint_880.pkl,3.0,1,Kids_II,zRT,0.1882703414351111,0.0662150758418465,0.2084818081302589,0.0415104889004122
trained_model_checkpoint_880.pkl,3.0,1,Kids_II,ER,0.3789018245642189,0.0001407771632328,0.2812409068802398,0.0055074476982835
trained_model_checkpoint_880.pkl,3.0,1,Adults,RT,0.2194913934349484,0.0316604521691942,0.2192839743546246,0.0318259336106403
trained_model_checkpoint_880.pkl,3.0,1,Adults,zRT,0.2333516653531885,0.0221313651221197,0.2322465738238635,0.0227884491793188
trained_model_checkpoint_880.pkl,3.0,1,Adults,ER,0.1073997293166165,0.2976297919360633,0.100401249049807,0.3304026920502265
trained_model_checkpoint_880.pkl,3.5,1,Kids_II,RT,0.1833435282432956,0.073767938716539,0.1921263307966221,0.0607517886921496
trained_model_checkpoint_880.pkl,3.5,1,Kids_II,zRT,0.168455875682201,0.1008700784764154,0.1842307281611444,0.0723589166221901
trained_model_checkpoint_880.pkl,3.5,1,Kids_II,ER,0.3937229700484536,7.22681523602248e-05,0.2499377423872662,0.0140527292901186
trained_model_checkpoint_880.pkl,3.5,1,Adults,RT,0.1733070810724435,0.0912931342450701,0.1684395228901892,0.1009036435697611
trained_model_checkpoint_880.pkl,3.5,1,Adults,zRT,0.168624412345021,0.1005246565717408,0.1684395228901892,0.1009036435697611
trained_model_checkpoint_880.pkl,3.5,1,Adults,ER,0.1818394899489869,0.0762069595805671,0.1827283301666221,0.0747578729387918
trained_model_checkpoint_880.pkl,4.0,1,Kids_II,RT,0.4700525328223341,1.351882061237344e-06,0.4677700272183667,1.5448624912275211e-06
trained_model_checkpoint_880.pkl,4.0,1,Kids_II,zRT,0.4695702757211136,1.3906498941502749e-06,0.4703076584690993,1.3317887413274331e-06
trained_model_checkpoint_880.pkl,4.0,1,Kids_II,ER,0.1731851840367823,0.0915246331913198,0.1972134397193214,0.0541122284020831
trained_model_checkpoint_880.pkl,4.0,1,Adults,RT,0.4611591546057999,2.2614902208319595e-06,0.4669241501347893,1.6227813149102431e-06
trained_model_checkpoint_880.pkl,4.0,1,Adults,zRT,0.4870175388147868,4.862233764202664e-07,0.4906087084749597,3.887988955663517e-07
trained_model_checkpoint_880.pkl,4.0,1,Adults,ER,0.189582924951618,0.0643123251341656,0.2154958086522156,0.0349789152226835
trained_model_checkpoint_880.pkl,4.5,1,Kids_II,RT,0.5887564047461582,2.808580745677404e-10,0.5808222962421155,5.51969555200717e-10
trained_model_checkpoint_880.pkl,4.5,1,Kids_II,zRT,0.5760416734959308,8.221552138401987e-10,0.5800183899497389,5.904846134941046e-10
trained_model_checkpoint_880.pkl,4.5,1,Kids_II,ER,0.2288281256698102,0.0249276376002932,0.2165931003253526,0.0340397130875175
trained_model_checkpoint_880.pkl,4.5,1,Adults,RT,0.5651968562089635,1.9831461497880918e-09,0.5655480766869595,1.928350275798498e-09
trained_model_checkpoint_880.pkl,4.5,1,Adults,zRT,0.5987311595893114,1.1698868105539043e-10,0.5969004220896481,1.3769868387867343e-10
trained_model_checkpoint_880.pkl,4.5,1,Adults,ER,0.2106571191025394,0.0393840923751716,0.2480145721211973,0.0148342874910058
trained_model_checkpoint_880.pkl,5.0,1,Kids_II,RT,0.6544760945606574,4.764267758023394e-13,0.657859435393898,3.2862557218694983e-13
trained_model_checkpoint_880.pkl,5.0,1,Kids_II,zRT,0.6514748086321647,6.597430776551833e-13,0.6610033275582655,2.3172146517910864e-13
trained_model_checkpoint_880.pkl,5.0,1,Kids_II,ER,0.2074709505173032,0.0425306926424222,0.1933109197234958,0.0591492165232592
trained_model_checkpoint_880.pkl,5.0,1,Adults,RT,0.6082957271106357,4.9085208128449467e-11,0.6107010529283855,3.9273657031721086e-11
